,,,,,,,Receiving,Receiving,Receiving,Receiving,Receiving,Receiving,Receiving,Receiving,Receiving,Receiving,Receiving,Receiving,Rushing,Rushing,Rushing,Rushing,Rushing,Rushing,Rushing,Rushing,Rushing,Scrimmage,Scrimmage,Scrimmage,Scrimmage,,
Rk,Player,Age,Team,Pos,G,GS,Tgt,Rec,Yds,Y/R,TD,1D,Succ%,Lng,R/G,Y/G,Ctch%,Y/Tgt,Att,Yds,TD,1D,Succ%,Lng,Y/A,Y/G,A/G,Touch,Y/Tch,YScm,RRTD,Fmb,Awards
1,LeSean McCoy,25,PHI,RB,16,16,64,52,539,10.4,2,24,51.6,70,3.3,33.7,81.3,8.4,314,1607,9,79,49.7,57,5.1,100.4,19.6,366,5.9,2146,11,1,"PB,AP-1,AP OPoY-2,AP CPoY-11"
2,Jamaal Charles,27,KAN,RB,15,15,104,70,693,9.9,7,32,44.2,71,4.7,46.2,67.3,6.7,259,1287,12,72,49.4,46,5.0,85.8,17.3,329,6.0,1980,19,4,"PB,AP-1,AP OPoY-3"
3,Matt Forte,28,CHI,RB,16,16,95,74,594,8.0,3,26,48.4,34,4.6,37.1,77.9,6.3,289,1339,9,73,42.2,55,4.6,83.7,18.1,363,5.3,1933,12,2,PB
4,Josh Gordon,22,CLE,WR,14,14,159,87,1646,18.9,9,64,49.1,95,6.2,117.6,54.7,10.4,5,88,0,4,80.0,34,17.6,6.3,0.4,92,18.8,1734,9,0,"PB,AP-1,AP CPoY-6"
5,Knowshon Moreno,26,DEN,RB,16,15,74,60,548,9.1,3,30,59.5,35,3.8,34.3,81.1,7.4,241,1038,10,56,47.7,31,4.3,64.9,15.1,301,5.3,1586,13,1,AP CPoY-2
6,Marshawn Lynch,27,SEA,RB,16,16,44,36,316,8.8,2,12,40.9,55,2.3,19.8,81.8,7.2,301,1257,12,73,48.2,43,4.2,78.6,18.8,337,4.7,1573,14,4,PB
7,Alshon Jeffery,23,CHI,WR,16,14,148,89,1421,16.0,7,62,52.0,80,5.6,88.8,60.1,9.6,16,105,0,7,43.8,38,6.6,6.6,1.0,105,14.5,1526,7,3,PB
8,Reggie Bush,28,DET,RB,14,14,80,54,506,9.4,3,22,45.0,77,3.9,36.1,67.5,6.3,223,1006,4,49,44.8,39,4.5,71.9,15.9,277,5.5,1512,7,5,
9,Antonio Brown,25,PIT,WR,16,14,167,110,1499,13.6,8,70,53.3,56,6.9,93.7,65.9,9.0,7,4,0,2,57.1,10,0.6,0.3,0.4,117,12.8,1503,8,1,"PB,AP-2"
10,Calvin Johnson,28,DET,WR,14,14,156,84,1492,17.8,12,69,51.9,87,6.0,106.6,53.8,9.6,0,0,0,0,,,,0.0,0.0,84,17.8,1492,12,1,"PB,AP-1"
11,DeMarco Murray,25,DAL,RB,14,14,66,53,350,6.6,1,18,54.5,22,3.8,25.0,80.3,5.3,217,1121,9,65,51.6,43,5.2,80.1,15.5,270,5.4,1471,10,3,PB
12,Ryan Mathews,26,SDG,RB,16,14,33,26,189,7.3,1,9,57.6,17,1.6,11.8,78.8,5.7,285,1255,6,55,47.7,51,4.4,78.4,17.8,311,4.6,1444,7,2,
13,Adrian Peterson,28,MIN,RB,14,14,40,29,171,5.9,1,11,42.5,22,2.1,12.2,72.5,4.3,279,1266,10,61,43.7,78,4.5,90.4,19.9,308,4.7,1437,11,5,"PB,AP-2"
14,Eddie Lacy,23,GNB,RB,15,15,44,35,257,7.3,0,12,50.0,34,2.3,17.1,79.5,5.8,284,1178,11,63,44.4,60,4.1,78.5,18.9,319,4.5,1435,11,1,"PB,AP-2,AP ORoY-1"
15,Demaryius Thomas,26,DEN,WR,16,16,142,92,1430,15.5,14,66,58.5,78,5.8,89.4,64.8,10.1,0,0,0,0,,,,0.0,0.0,92,15.5,1430,14,1,"PB,AP-2"
16,A.J. Green,25,CIN,WR,16,16,178,98,1426,14.6,11,65,47.2,82,6.1,89.1,55.1,8.0,0,0,0,0,,,,0.0,0.0,98,14.6,1426,11,1,"PB,AP-2"
17,Chris Johnson,28,TEN,RB,16,16,52,42,345,8.2,4,11,38.5,66,2.6,21.6,80.8,6.6,279,1077,6,57,44.8,30,3.9,67.3,17.4,321,4.4,1422,10,3,
18,Andre Johnson,32,HOU,WR,16,16,181,109,1407,12.9,5,69,50.3,62,6.8,87.9,60.2,7.8,0,0,0,0,,,,0.0,0.0,109,12.9,1407,5,0,PB
19,Pierre Garcon,27,WAS,WR,16,16,181,113,1346,11.9,5,61,50.8,53,7.1,84.1,62.4,7.4,2,19,0,1,100.0,10,9.5,1.2,0.1,115,11.9,1365,5,1,AP CPoY-6
20,Alfred Morris,25,WAS,RB,16,16,12,9,78,8.7,0,2,50.0,17,0.6,4.9,75.0,6.5,276,1275,7,61,48.2,45,4.6,79.7,17.3,285,4.7,1353,7,5,PB
21,DeSean Jackson,27,PHI,WR,16,16,126,82,1332,16.2,9,60,55.6,61,5.1,83.3,65.1,10.6,3,2,0,0,33.3,8,0.7,0.1,0.2,85,15.7,1334,9,1,PB
22,Jordy Nelson,28,GNB,WR,16,16,127,85,1314,15.5,8,60,56.7,76,5.3,82.1,66.9,10.3,0,0,0,0,,,,0.0,0.0,85,15.5,1314,8,0,
23,Brandon Marshall,29,CHI,WR,16,16,164,100,1295,13.0,12,70,53.0,44,6.3,80.9,61.0,7.9,0,0,0,0,,,,0.0,0.0,100,13.0,1295,12,0,PB
24,Eric Decker,26,DEN,WR,16,16,136,87,1288,14.8,11,63,58.1,61,5.4,80.5,64.0,9.5,0,0,0,0,,,,0.0,0.0,87,14.8,1288,11,2,
25,Fred Jackson,32,BUF,RB,16,6,65,47,387,8.2,1,17,43.1,37,2.9,24.2,72.3,6.0,206,890,9,54,51.0,59,4.3,55.6,12.9,253,5.0,1277,10,3,
26,Frank Gore,30,SFO,RB,16,16,27,16,141,8.8,0,5,29.6,29,1.0,8.8,59.3,5.2,276,1128,9,50,38.8,51,4.1,70.5,17.3,292,4.3,1269,9,3,PB
27,Le'Veon Bell,21,PIT,RB,13,13,66,45,399,8.9,0,15,43.9,43,3.5,30.7,68.2,6.0,244,860,8,53,45.5,43,3.5,66.2,18.8,289,4.4,1259,8,1,
28,Dez Bryant,25,DAL,WR,16,16,159,93,1233,13.3,13,68,52.2,79,5.8,77.1,58.5,7.8,1,1,0,0,0.0,1,1.0,0.1,0.1,94,13.1,1234,13,3,PB
29,Vincent Jackson,30,TAM,WR,16,16,160,78,1224,15.7,7,60,44.4,60,4.9,76.5,48.8,7.7,1,0,0,0,0.0,,0.0,0.0,0.1,79,15.5,1224,7,1,
30,Jimmy Graham,27,NOR,TE,16,12,142,86,1215,14.1,16,61,52.1,56,5.4,75.9,60.6,8.6,0,0,0,0,,,,0.0,0.0,86,14.1,1215,16,0,"PB,AP-1"
31,Giovani Bernard,22,CIN,RB,16,0,71,56,514,9.2,3,22,45.1,41,3.5,32.1,78.9,7.2,170,695,5,33,47.1,35,4.1,43.4,10.6,226,5.3,1209,8,1,AP ORoY-3
32,Joique Bell,27,DET,RB,16,4,69,53,547,10.3,0,23,53.6,37,3.3,34.2,76.8,7.9,166,650,8,43,50.6,20,3.9,40.6,10.4,219,5.5,1197,8,4,
33,Anquan Boldin,33,SFO,WR,16,16,129,85,1179,13.9,7,63,58.9,63,5.3,73.7,65.9,9.1,2,11,0,1,50.0,11,5.5,0.7,0.1,87,13.7,1190,7,0,
34,DeAngelo Williams,30,CAR,RB,15,15,36,26,333,12.8,1,10,47.2,72,1.7,22.2,72.2,9.3,201,843,3,36,41.3,43,4.2,56.2,13.4,227,5.2,1176,4,3,
35,Torrey Smith,24,BAL,WR,16,16,137,65,1128,17.4,4,50,39.4,74,4.1,70.5,47.4,8.2,0,0,0,0,,,,0.0,0.0,65,17.4,1128,4,1,
36,C.J. Spiller,26,BUF,RB,15,10,41,33,185,5.6,0,7,36.6,27,2.2,12.3,80.5,4.5,202,933,2,27,34.7,77,4.6,62.2,13.5,235,4.8,1118,2,4,
37,Maurice Jones-Drew,28,JAX,RB,15,15,60,43,314,7.3,0,13,51.7,17,2.9,20.9,71.7,5.2,234,803,5,46,36.3,48,3.4,53.5,15.6,277,4.0,1117,5,1,
38,Zac Stacy,22,STL,RB,14,12,35,26,141,5.4,1,8,37.1,25,1.9,10.1,74.3,4.0,250,973,7,48,41.6,40,3.9,69.5,17.9,276,4.0,1114,8,1,
39,T.Y. Hilton,24,IND,WR,16,10,139,82,1083,13.2,5,46,48.2,73,5.1,67.7,59.0,7.8,2,6,0,0,0.0,3,3.0,0.4,0.1,84,13.0,1089,5,1,
40,Kendall Wright,24,TEN,WR,16,12,139,94,1079,11.5,2,55,52.5,45,5.9,67.4,67.6,7.8,0,0,0,0,,,,0.0,0.0,94,11.5,1079,2,2,
41,Harry Douglas,29,ATL,WR,16,11,132,85,1067,12.6,2,47,53.8,80,5.3,66.7,64.4,8.1,0,0,0,0,,,,0.0,0.0,85,12.6,1067,2,3,
42,Julian Edelman,27,NWE,WR,16,11,151,105,1056,10.1,6,54,52.3,44,6.6,66.0,69.5,7.0,2,11,0,2,100.0,7,5.5,0.7,0.1,107,10.0,1067,6,6,
43,Pierre Thomas,29,NOR,RB,16,9,84,77,513,6.7,3,21,53.6,29,4.8,32.1,91.7,6.1,147,549,2,32,51.7,18,3.7,34.3,9.2,224,4.7,1062,5,2,
44,Keenan Allen,21,SDG,WR,15,14,105,71,1046,14.7,8,54,61.9,43,4.7,69.7,67.6,10.0,0,0,0,0,,,,0.0,0.0,71,14.7,1046,8,2,AP ORoY-2
45,Michael Floyd,24,ARI,WR,16,16,113,65,1041,16.0,5,48,53.1,91,4.1,65.1,57.5,9.2,0,0,0,0,,,,0.0,0.0,65,16.0,1041,5,0,
46,Danny Woodhead,28,SDG,RB,16,2,88,76,605,8.0,6,32,64.8,39,4.8,37.8,86.4,6.9,106,429,2,27,60.4,14,4.0,26.8,6.6,182,5.7,1034,8,2,
47,Rashad Jennings,28,OAK,RB,15,8,48,36,292,8.1,0,12,52.1,24,2.4,19.5,75.0,6.1,163,733,6,35,46.6,80,4.5,48.9,10.9,199,5.2,1025,6,0,
48,Andre Ellington,24,ARI,RB,15,1,57,39,371,9.5,1,21,42.1,38,2.6,24.7,68.4,6.5,118,652,3,27,44.1,80,5.5,43.5,7.9,157,6.5,1023,4,1,
49,Brian Hartline,27,MIA,WR,16,15,133,76,1016,13.4,4,53,51.1,50,4.8,63.5,57.1,7.6,0,0,0,0,,,,0.0,0.0,76,13.4,1016,4,0,
50,Victor Cruz,27,NYG,WR,14,12,122,73,998,13.7,4,45,51.6,70,5.2,71.3,59.8,8.2,0,0,0,0,,,,0.0,0.0,73,13.7,998,4,1,
51,Ray Rice,26,BAL,RB,15,15,72,58,321,5.5,0,13,37.5,22,3.9,21.4,80.6,4.5,214,660,4,28,33.6,47,3.1,44.0,14.3,272,3.6,981,4,2,
52,Bilal Powell,25,NYJ,RB,16,11,57,36,272,7.6,0,15,35.1,36,2.3,17.0,63.2,4.8,176,697,1,36,41.5,39,4.0,43.6,11.0,212,4.6,969,1,1,
53,Mike Wallace,27,MIA,WR,16,16,141,73,930,12.7,5,46,41.1,57,4.6,58.1,51.8,6.6,3,33,0,2,100.0,13,11.0,2.1,0.2,76,12.7,963,5,0,
54,Larry Fitzgerald,30,ARI,WR,16,16,135,82,954,11.6,10,49,48.9,75,5.1,59.6,60.7,7.1,2,8,0,0,100.0,4,4.0,0.5,0.1,84,11.5,962,10,1,PB
55,Marques Colston,30,NOR,WR,15,11,111,75,943,12.6,5,54,64.9,35,5.0,62.9,67.6,8.5,0,0,0,0,,,,0.0,0.0,75,12.6,943,5,0,
56,Golden Tate,25,SEA,WR,16,13,99,64,898,14.0,5,41,54.5,80,4.0,56.1,64.6,9.1,3,31,0,1,66.7,20,10.3,1.9,0.2,67,13.9,929,5,3,
57,Nate Washington,30,TEN,WR,16,15,105,58,919,15.8,3,43,48.6,77,3.6,57.4,55.2,8.8,0,0,0,0,,,,0.0,0.0,58,15.8,919,3,0,
58,Jordan Cameron,25,CLE,TE,15,14,118,80,917,11.5,7,47,51.7,53,5.3,61.1,67.8,7.8,0,0,0,0,,,,0.0,0.0,80,11.5,917,7,1,PB
59,Ben Tate,25,HOU,RB,14,7,49,34,140,4.1,0,2,30.6,10,2.4,10.0,69.4,2.9,181,771,4,37,49.7,60,4.3,55.1,12.9,215,4.2,911,4,5,
60,Rod Streater,25,OAK,WR,16,14,100,60,888,14.8,4,39,51.0,66,3.8,55.5,60.0,8.9,2,17,0,0,100.0,9,8.5,1.1,0.1,62,14.6,905,4,1,
61,Hakeem Nicks,25,NYG,WR,15,15,101,56,896,16.0,0,38,48.5,57,3.7,59.7,55.4,8.9,0,0,0,0,,,,0.0,0.0,56,16.0,896,0,0,
62,Lamar Miller,22,MIA,RB,16,15,35,26,170,6.5,0,6,31.4,22,1.6,10.6,74.3,4.9,177,709,2,27,44.6,49,4.0,44.3,11.1,203,4.3,879,2,1,
63,Trent Richardson,23,2TM,RB,16,10,52,35,316,9.0,1,16,48.1,24,2.2,19.8,67.3,6.1,188,563,3,28,42.0,22,3.0,35.2,11.8,223,3.9,879,4,2,
63,Trent Richardson,23,CLE,RB,2,2,11,7,51,7.3,0,2,45.5,18,3.5,25.5,63.6,4.6,31,105,0,3,48.4,10,3.4,52.5,15.5,38,4.1,156,0,0,
63,Trent Richardson,23,IND,RB,14,8,41,28,265,9.5,1,14,48.8,24,2.0,18.9,68.3,6.5,157,458,3,25,40.8,22,2.9,32.7,11.2,185,3.9,723,4,2,
64,Antonio Gates,33,SDG,TE,16,15,114,77,872,11.3,4,49,63.2,56,4.8,54.5,67.5,7.6,0,0,0,0,,,,0.0,0.0,77,11.3,872,4,2,
65,Tony Gonzalez,37,ATL,TE,16,16,121,83,859,10.3,8,57,60.3,25,5.2,53.7,68.6,7.1,0,0,0,0,,,,0.0,0.0,83,10.3,859,8,0,PB
66,Riley Cooper,26,PHI,WR,16,15,84,47,835,17.8,8,33,46.4,63,2.9,52.2,56.0,9.9,0,18,0,0,,18,,1.1,0.0,47,18.1,853,8,0,
67,Jason Witten,31,DAL,TE,16,16,111,73,851,11.7,8,44,55.0,34,4.6,53.2,65.8,7.7,0,0,0,0,,,,0.0,0.0,73,11.7,851,8,0,PB
68,Vernon Davis,29,SFO,TE,15,15,84,52,850,16.3,13,35,51.2,64,3.5,56.7,61.9,10.1,0,0,0,0,,,,0.0,0.0,52,16.3,850,13,1,"PB,AP-2"
69,Chris Ivory,25,NYJ,RB,15,6,7,2,10,5.0,0,1,14.3,12,0.1,0.7,28.6,1.4,182,833,3,35,44.0,69,4.6,55.5,12.1,184,4.6,843,3,2,
70,Stevan Ridley,24,NWE,RB,14,6,12,10,62,6.2,0,2,41.7,24,0.7,4.4,83.3,5.2,178,773,7,40,49.4,29,4.3,55.2,12.7,188,4.4,835,7,4,
71,Darren Sproles,30,NOR,RB,15,4,89,71,604,8.5,2,25,50.6,48,4.7,40.3,79.8,6.8,53,220,2,13,49.1,38,4.2,14.7,3.5,124,6.6,824,4,2,
72,Rashard Mendenhall,26,ARI,RB,15,15,21,18,134,7.4,0,5,52.4,24,1.2,8.9,85.7,6.4,217,687,8,45,40.6,28,3.2,45.8,14.5,235,3.5,821,8,4,
73,James Jones,29,GNB,WR,14,14,93,59,817,13.8,3,30,53.8,83,4.2,58.4,63.4,8.8,0,0,0,0,,,,0.0,0.0,59,13.8,817,3,2,
74,Greg Olsen,28,CAR,TE,16,16,111,73,816,11.2,6,45,54.1,31,4.6,51.0,65.8,7.4,0,0,0,0,,,,0.0,0.0,73,11.2,816,6,0,
75,LeGarrette Blount,27,NWE,RB,16,7,5,2,38,19.0,0,1,40.0,32,0.1,2.4,40.0,7.6,153,772,7,37,52.3,47,5.0,48.3,9.6,155,5.2,810,7,3,
76,Greg Jennings,30,MIN,WR,15,15,106,68,804,11.8,4,37,50.9,70,4.5,53.6,64.2,7.6,0,0,0,0,,,,0.0,0.0,68,11.8,804,4,0,
77,DeAndre Hopkins,21,HOU,WR,16,16,91,52,802,15.4,2,38,51.6,66,3.3,50.1,57.1,8.8,0,0,0,0,,,,0.0,0.0,52,15.4,802,2,1,
78,Julius Thomas,25,DEN,TE,14,14,90,65,788,12.1,12,41,56.7,74,4.6,56.3,72.2,8.8,0,0,0,0,,,,0.0,0.0,65,12.1,788,12,0,PB
79,Doug Baldwin,25,SEA,WR,16,9,72,50,778,15.6,5,38,56.9,52,3.1,48.6,69.4,10.8,2,6,0,0,0.0,3,3.0,0.4,0.1,52,15.1,784,5,0,
80,BenJarvus Green-Ellis,28,CIN,RB,16,16,8,4,22,5.5,0,1,12.5,10,0.3,1.4,50.0,2.8,220,756,7,49,47.3,25,3.4,47.3,13.8,224,3.5,778,7,2,
81,Wes Welker,32,DEN,WR,13,13,111,73,778,10.7,10,49,54.1,33,5.6,59.8,65.8,7.0,0,0,0,0,,,,0.0,0.0,73,10.7,778,10,1,
82,Marvin Jones,23,CIN,WR,16,3,80,51,712,14.0,10,36,57.5,45,3.2,44.5,63.8,8.9,8,65,0,4,62.5,34,8.1,4.1,0.5,59,13.2,777,10,0,
83,Cecil Shorts,26,JAX,WR,13,13,123,66,777,11.8,3,41,43.1,59,5.1,59.8,53.7,6.3,0,0,0,0,,,,0.0,0.0,66,11.8,777,3,0,
84,Charles Clay,24,MIA,TE,16,15,102,69,759,11.0,6,36,56.9,67,4.3,47.4,67.6,7.4,7,15,1,2,28.6,13,2.1,0.9,0.4,76,10.2,774,7,0,
85,Emmanuel Sanders,26,PIT,WR,16,10,113,67,740,11.0,6,37,46.9,55,4.2,46.3,59.3,6.5,1,25,0,1,100.0,25,25.0,1.6,0.1,68,11.3,765,6,1,
86,Martellus Bennett,26,CHI,TE,16,15,94,65,759,11.7,5,40,51.1,43,4.1,47.4,69.1,8.1,0,0,0,0,,,,0.0,0.0,65,11.7,759,5,1,
87,Donald Brown,26,IND,RB,16,5,35,27,214,7.9,2,10,48.6,33,1.7,13.4,77.1,6.1,102,537,6,21,49.0,51,5.3,33.6,6.4,129,5.8,751,8,0,
88,Steve Smith Sr.,34,CAR,WR,15,15,110,64,745,11.6,4,44,46.4,44,4.3,49.7,58.2,6.8,0,0,0,0,,,,0.0,0.0,64,11.6,745,4,0,
89,Terrance Williams,24,DAL,WR,16,8,74,44,736,16.7,5,31,50.0,82,2.8,46.0,59.5,9.9,3,4,0,0,33.3,5,1.3,0.3,0.2,47,15.7,740,5,2,
90,Steven Jackson,30,ATL,RB,12,12,49,33,191,5.8,1,11,26.5,25,2.8,15.9,67.3,3.9,157,543,6,26,40.1,50,3.5,45.3,13.1,190,3.9,734,7,0,
91,Jerome Simpson,27,MIN,WR,16,8,100,48,726,15.1,1,35,40.0,51,3.0,45.4,48.0,7.3,0,0,0,0,,,,0.0,0.0,48,15.1,726,1,1,
92,Arian Foster,27,HOU,RB,8,8,35,22,183,8.3,1,6,28.6,41,2.8,22.9,62.9,5.2,121,542,1,31,49.6,23,4.5,67.8,15.1,143,5.1,725,2,0,
93,Roddy White,32,ATL,WR,13,13,97,63,711,11.3,3,37,56.7,39,4.8,54.7,64.9,7.3,0,0,0,0,,,,0.0,0.0,63,11.3,711,3,2,
94,Montee Ball,23,DEN,RB,16,0,27,20,145,7.3,0,10,51.9,31,1.3,9.1,74.1,5.4,120,559,4,35,51.7,45,4.7,34.9,7.5,140,5.0,704,4,3,
95,Denarius Moore,25,OAK,WR,13,10,86,46,695,15.1,5,36,45.3,73,3.5,53.5,53.5,8.1,0,0,0,0,,,,0.0,0.0,46,15.1,695,5,0,
96,Jarrett Boykin,24,GNB,WR,16,8,83,49,681,13.9,3,34,54.2,52,3.1,42.6,59.0,8.2,0,0,0,0,,,,0.0,0.0,49,13.9,681,3,0,
97,Dwayne Bowe,29,KAN,WR,15,15,103,57,673,11.8,5,39,47.6,34,3.8,44.9,55.3,6.5,0,0,0,0,,,,0.0,0.0,57,11.8,673,5,0,
98,Jacquizz Rodgers,23,ATL,RB,15,4,63,52,341,6.6,2,12,44.4,22,3.5,22.7,82.5,5.4,96,332,2,19,43.8,19,3.5,22.1,6.4,148,4.5,673,4,1,
99,Jared Cook,26,STL,TE,16,13,85,51,671,13.2,5,34,52.9,47,3.2,41.9,60.0,7.9,0,0,0,0,,,,0.0,0.0,51,13.2,671,5,1,
100,Scott Chandler,28,BUF,TE,16,7,81,53,655,12.4,2,26,53.1,33,3.3,40.9,65.4,8.1,0,0,0,0,,,,0.0,0.0,53,12.4,655,2,1,
101,Eddie Royal,27,SDG,WR,15,3,68,47,631,13.4,8,33,58.8,54,3.1,42.1,69.1,9.3,3,21,0,1,66.7,15,7.0,1.4,0.2,50,13.0,652,8,1,
102,Kenny Stills,21,NOR,WR,16,10,50,32,641,20.0,5,24,60.0,76,2.0,40.1,64.0,12.8,3,10,0,0,33.3,4,3.3,0.6,0.2,35,18.6,651,5,0,
